   7   6.5  
7.25  6.75  
 7.5     7  
7.25  7.25  
6.75  7.25  
0.75  0.25  
1.75  0.25  
0.75  0.75  
1.25  0.25  
1.75  0.75  
1.75  1.75  
1.25  0.75  
1.75  1.25  
1.25  1.75  
0.25  1.75  
1.25  1.25  
0.75  1.75  
0.25  0.25  
0.75  1.25  
2.75  0.25  
3.75  0.25  
2.75  0.75  
3.25  0.25  
3.75  0.75  
3.75  1.75  
3.25  0.75  
3.75  1.25  
   3   1.5  
 3.5     2  
2.25  1.75  
3.25  1.75  
 2.5     1  
   2   1.5  
2.25  0.25  
4.75  0.25  
5.75  0.25  
4.75  0.75  
5.25  0.25  
   6   0.5  
5.75  1.75  
5.75  0.75  
   5   1.5  
 5.5     2  
4.25  1.75  
5.25  1.75  
 4.5     1  
   4   1.5  
4.25  0.25  
6.75  0.25  
7.75  0.25  
6.75  0.75  
7.25  0.25  
   8   0.5  
7.75  1.75  
7.75  0.75  
   7   1.5  
 7.5     2  
6.25  1.75  
7.25  1.75  
 6.5     1  
   6   1.5  
6.25  0.25  
6.25  1.25  
0.75  2.25  
1.75  2.25  
0.75  2.75  
1.25  2.25  
   2   2.5  
1.75  3.75  
1.75  2.75  
   1   3.5  
 1.5     4  
0.25  3.75  
1.25  3.75  
 0.5     3  
   0   3.5  
0.25  2.25  
0.25  3.25  
2.75  2.25  
3.75  2.25  
2.75  2.75  
3.25  2.25  
   4   2.5  
3.75  3.75  
3.75  2.75  
   3   3.5  
 3.5     4  
2.25  3.75  
3.25  3.75  
 2.5     3  
   2   3.5  
2.25  2.25  
2.25  3.25  
4.75  2.25  
5.75  2.25  
4.75  2.75  
5.25  2.25  
   6   2.5  
5.75  3.75  
5.75  2.75  
   5   3.5  
 5.5     4  
4.25  3.75  
5.25  3.75  
4.25  2.75  
4.75  3.25  
   4   3.5  
 4.5     3  
6.75  2.25  
7.75  2.25  
6.75  2.75  
7.25  2.25  
   8   2.5  
7.75  3.75  
7.75  2.75  
   7   3.5  
 7.5     4  
6.25  3.75  
7.25  3.75  
 6.5     3  
   6   3.5  
6.25  2.25  
6.25  3.25  
 0.5     4  
1.75  4.25  
   2   4.5  
1.75  5.75  
   1   5.5  
 1.5     6  
0.25  5.75  
1.25  5.75  
 0.5     5  
   0   5.5  
0.25  4.25  
0.25  5.25  
 2.5     4  
3.75  4.25  
   4   4.5  
3.75  5.75  
   3   5.5  
 3.5     6  
2.25  5.75  
3.25  5.75  
 2.5     5  
   2   5.5  
2.25  4.25  
2.25  5.25  
 4.5     4  
5.75  4.25  
   6   4.5  
5.75  5.75  
   5   5.5  
 5.5     6  
4.25  5.75  
5.25  5.75  
 4.5     5  
   4   5.5  
4.25  4.25  
4.25  5.25  
 6.5     4  
7.75  4.25  
   8   4.5  
7.75  5.75  
   7   5.5  
 7.5     6  
6.25  5.75  
7.25  5.75  
 6.5     5  
   6   5.5  
6.25  4.25  
6.25  5.25  
 0.5     6  
1.75  6.25  
   2   6.5  
1.75  7.75  
   1   7.5  
 1.5     8  
0.25  7.75  
1.25  7.75  
 0.5     7  
   0   7.5  
0.25  6.25  
0.25  7.25  
 2.5     6  
3.75  6.25  
   4   6.5  
3.75  7.75  
   3   7.5  
 3.5     8  
2.25  7.75  
3.25  7.75  
 2.5     7  
   2   7.5  
2.25  6.25  
2.25  7.25  
 4.5     6  
5.75  6.25  
   6   6.5  
5.75  7.75  
   5   7.5  
 5.5     8  
4.25  7.75  
5.25  7.75  
 4.5     7  
   4   7.5  
4.25  6.25  
4.25  7.25  
 6.5     6  
7.75  6.25  
   8   6.5  
7.75  7.75  
   7   7.5  
 7.5     8  
6.25  7.75  
7.25  7.75  
 6.5     7  
   6   7.5  
6.25  6.25  
6.25  7.25  
   1   0.5  
 1.5     1  
   1   1.5  
0.25  0.75  
 0.5     1  
   3   0.5  
 3.5     1  
2.75  1.75  
2.25  1.25  
2.25  0.75  
   5   0.5  
5.75  1.25  
4.75  1.75  
4.25  1.25  
4.25  0.75  
   7   0.5  
7.75  1.25  
6.75  1.75  
6.25  0.75  
   1   2.5  
1.75  3.25  
0.75  3.75  
0.25  2.75  
   3   2.5  
3.75  3.25  
2.75  3.75  
2.25  2.75  
   5   2.5  
5.75  3.25  
4.75  3.75  
4.25  3.25  
   7   2.5  
7.75  3.25  
6.75  3.75  
6.25  2.75  
0.75  4.25  
1.25  4.25  
1.75  4.75  
1.75  5.25  
0.75  5.75  
0.25  4.75  
2.75  4.25  
3.25  4.25  
3.75  4.75  
3.75  5.25  
2.75  5.75  
2.25  4.75  
4.75  4.25  
5.25  4.25  
5.75  4.75  
5.75  5.25  
4.75  5.75  
4.25  4.75  
6.75  4.25  
7.25  4.25  
7.75  4.75  
7.75  5.25  
6.75  5.75  
6.25  4.75  
0.75  6.25  
1.25  6.25  
1.75  6.75  
1.75  7.25  
0.75  7.75  
0.25  6.75  
2.75  6.25  
3.25  6.25  
3.75  6.75  
3.75  7.25  
2.75  7.75  
2.25  6.75  
4.75  6.25  
5.25  6.25  
5.75  6.75  
5.75  7.25  
4.75  7.75  
4.25  6.75  
6.75  6.25  
7.25  6.25  
7.75  6.75  
7.75  7.25  
6.75  7.75  
6.25  6.75  
 2.5     8  
 0.5     8  
   0   6.5  
   0   4.5  
   0   2.5  
   0   0.5  
 1.5     0  
 3.5     0  
 5.5     0  
 7.5     0  
   8   1.5  
   8   3.5  
   8   5.5  
   8   7.5  
 6.5     8  
 4.5     8  

